chr11	21900000	23900000
chr11	29500000	29800000
chr11	30100000	30300000
chr11	30600000	31000000
chr11	31600000	33700000
chr11	35700000	35900000
chr11	43500000	43700000
chr11	44700000	44800000
chr11	45800000	46300000
chr11	49700000	55200000
chr11	55300000	55500000
chr11	57500000	58400000
chr11	58700000	63500000
chr11	63800000	64100000
chr11	67000000	67100000
chr11	67800000	71000000
chr11	72100000	72800000
chr11	74600000	80900000
chr11	82600000	83100000
chr11	83200000	89200000
chr11	93900000	99500000
chr11	100000000	104700000
chr11	105100000	105600000
chr11	105900000	107800000
chr11	109300000	109400000
chr11	113500000	113900000
chr11	114000000	122000000
chr17	3100000	3600000
chr17	4100000	4200000
chr17	4600000	6300000
chr17	6700000	6900000
chr17	7100000	7300000
chr17	7400000	8000000
chr17	8100000	13000000
chr17	13700000	13900000
chr17	14100000	14700000
chr17	14800000	15800000
chr17	17200000	17600000
chr17	23600000	36300000
chr17	36800000	37100000
chr17	42800000	50500000
chr17	53500000	53700000
chr17	56000000	57300000
chr17	63300000	63600000
chr17	63700000	65000000
chr17	65200000	65300000
chr17	65400000	66900000
chr17	67100000	67400000
chr17	67500000	68000000
chr17	69100000	69400000
chr17	70700000	72000000
chr17	72200000	72300000
chr17	72700000	73300000
chr17	73700000	75100000
chr17	78600000	80800000
chr17	83200000	88700000
chr16	3700000	5600000
chr16	7000000	7200000
chr16	7400000	7500000
chr16	8400000	12000000
chr16	12700000	14500000
chr16	15600000	16600000
chr16	16700000	19000000
chr16	20100000	23700000
chr16	23900000	25100000
chr16	28800000	29000000
chr16	29500000	37100000
chr16	37300000	39000000
chr16	42200000	43000000
chr16	43500000	44800000
chr16	45000000	45200000
chr16	45600000	46000000
chr16	48200000	48700000
chr16	48900000	49000000
chr16	49700000	50800000
chr16	52000000	52200000
chr16	55800000	56200000
chr16	56700000	57000000
chr16	57100000	57600000
chr16	58300000	58700000
chr16	59400000	59700000
chr16	62700000	62900000
chr16	64700000	65000000
chr16	70300000	70400000
chr16	72600000	73100000
chr16	76200000	76600000
chr16	77000000	77100000
chr16	78200000	78600000
chr16	84700000	85200000
chr16	87300000	87800000
chr16	89800000	98100000
chr18	3000000	3100000
chr18	3200000	3600000
chr18	3800000	3900000
chr18	4100000	6800000
chr18	7500000	8000000
chr18	8100000	8200000
chr18	9200000	13100000
chr18	13400000	14100000
chr18	14200000	14300000
chr18	14500000	15200000
chr18	20500000	21400000
chr18	23700000	25600000
chr18	30300000	30400000
chr18	31500000	36800000
chr18	36900000	37000000
chr18	37600000	39300000
chr18	39400000	39500000
chr18	42000000	42600000
chr18	43200000	43500000
chr18	44300000	44900000
chr18	46200000	47400000
chr18	49700000	50200000
chr18	52900000	54000000
chr18	54800000	55100000
chr18	56300000	58000000
chr18	60500000	68500000
chr18	69100000	69200000
chr18	69300000	69800000
chr18	70500000	70600000
chr18	73600000	78200000
chr18	80000000	85000000
chr18	90500000	90600000
chr3	7500000	7700000
chr3	7900000	8100000
chr3	8400000	10500000
chr3	14500000	14700000
chr3	14900000	15200000
chr3	16100000	16200000
chr3	18200000	18300000
chr3	18600000	18700000
chr3	19100000	19900000
chr3	20000000	20200000
chr3	21500000	21700000
chr3	21800000	22300000
chr3	27000000	29200000
chr3	29900000	31600000
chr3	31700000	33300000
chr3	33800000	38700000
chr3	38800000	38900000
chr3	40400000	41700000
chr3	50900000	55900000
chr3	56000000	56200000
chr3	56800000	56900000
chr3	57000000	59300000
chr3	60500000	60600000
chr3	61300000	61400000
chr3	62400000	62500000
chr3	63200000	63400000
chr3	63900000	64000000
chr3	65300000	66400000
chr3	66500000	67700000
chr3	68000000	70000000
chr3	75500000	75700000
chr3	79000000	80000000
chr3	81000000	81200000
chr3	82900000	83300000
chr3	83500000	90700000
chr3	93300000	93600000
chr3	94300000	98400000
chr3	100100000	105200000
chr3	105300000	106000000
chr3	107200000	109200000
chr3	109300000	109400000
chr3	115700000	116900000
chr3	119700000	119800000
chr3	121100000	123500000
chr3	126600000	126700000
chr3	126900000	128000000
chr3	129200000	131700000
chr3	132600000	133200000
chr3	133300000	133600000
chr3	135200000	135800000
chr3	136700000	136800000
chr3	137700000	139100000
chr3	142200000	142500000
chr3	142600000	143000000
chr3	144100000	144200000
chr3	144300000	147000000
chr3	148800000	149400000
chr3	152100000	154800000
chr3	157900000	158100000
chr12	3100000	5400000
chr12	8000000	9100000
chr12	11100000	11400000
chr12	12200000	12400000
chr12	12600000	13600000
chr12	15800000	15900000
chr12	16000000	16200000
chr12	16500000	25400000
chr12	26300000	26500000
chr12	27100000	27200000
chr12	27300000	27500000
chr12	28500000	29400000
chr12	29600000	29700000
chr12	29800000	30200000
chr12	30500000	30600000
chr12	30800000	32300000
chr12	32600000	32700000
chr12	32800000	33500000
chr12	35000000	35200000
chr12	35500000	35700000
chr12	35900000	36300000
chr12	38700000	38800000
chr12	40000000	41700000
chr12	44200000	44300000
chr12	51300000	53500000
chr12	53600000	56000000
chr12	56200000	56700000
chr12	57000000	57300000
chr12	57500000	57600000
chr12	58900000	59200000
chr12	64900000	65300000
chr12	69100000	74000000
chr12	75400000	77700000
chr12	78700000	87500000
chr12	91400000	91800000
chr12	98600000	101100000
chr12	101900000	103600000
chr12	104400000	113200000
chr12	116300000	116500000
chr12	117200000	117900000
chr15	3900000	4100000
chr15	5000000	5300000
chr15	6200000	7300000
chr15	7400000	9500000
chr15	10400000	11100000
chr15	11300000	13000000
chr15	16900000	17000000
chr15	25300000	26000000
chr15	27300000	28200000
chr15	30300000	30400000
chr15	30600000	30700000
chr15	31100000	31600000
chr15	32200000	32500000
chr15	34000000	40200000
chr15	41300000	41900000
chr15	43200000	43300000
chr15	50700000	50900000
chr15	51700000	52100000
chr15	53100000	53400000
chr15	55000000	55600000
chr15	55800000	55900000
chr15	57700000	59700000
chr15	61900000	62300000
chr15	63900000	64400000
chr15	65800000	65900000
chr15	66900000	67100000
chr15	73000000	86600000
chr15	87600000	87700000
chr15	87800000	88000000
chr15	88300000	89600000
chr15	91000000	91100000
chr15	91700000	91900000
chr15	92300000	92400000
chr15	93000000	93800000
chr15	94300000	94800000
chr15	95600000	103400000
chrX	5800000	8400000
chrX	8700000	13900000
chrX	16600000	16700000
chrX	16800000	16900000
chrX	17000000	17900000
chrX	18000000	18500000
chrX	18800000	19000000
chrX	19100000	19500000
chrX	19600000	21500000
chrX	21600000	21800000
chrX	22100000	22300000
chrX	22500000	22900000
chrX	23200000	23400000
chrX	23600000	23800000
chrX	35800000	37300000
chrX	37600000	37700000
chrX	37800000	38800000
chrX	41500000	42600000
chrX	43300000	43600000
chrX	44800000	44900000
chrX	47800000	49500000
chrX	50500000	53500000
chrX	53600000	53800000
chrX	56300000	58300000
chrX	58400000	58500000
chrX	59500000	59600000
chrX	60000000	61100000
chrX	64100000	64200000
chrX	68400000	68900000
chrX	70300000	72100000
chrX	72200000	72300000
chrX	72400000	73100000
chrX	73200000	75600000
chrX	75800000	76000000
chrX	77400000	77900000
chrX	79600000	79700000
chrX	82900000	83000000
chrX	84900000	85300000
chrX	85500000	86400000
chrX	93000000	94900000
chrX	95000000	95400000
chrX	95600000	95700000
chrX	95800000	96200000
chrX	97300000	97400000
chrX	98200000	98300000
chrX	98500000	98600000
chrX	98700000	105300000
chrX	105700000	106200000
chrX	106900000	107000000
chrX	107300000	107400000
chrX	108800000	108900000
chrX	111200000	111700000
chrX	112300000	112400000
chrX	113000000	113300000
chrX	114900000	115000000
chrX	117200000	117400000
chrX	123000000	123100000
chrX	129600000	130700000
chrX	133900000	137200000
chrX	139200000	141200000
chrX	142200000	143100000
chrX	144100000	144500000
chrX	145400000	145500000
chrX	148800000	150200000
chrX	150400000	153700000
chrX	155200000	155300000
chrX	157400000	157700000
chrX	159200000	161400000
chrX	161800000	162100000
chrX	162400000	163400000
chrX	163500000	164500000
chrX	166200000	166700000
chrX	167000000	167300000
chrX	169900000	170000000
chr4	3500000	3900000
chr4	6400000	6500000
chr4	8100000	8200000
chr4	8400000	9200000
chr4	9400000	9800000
chr4	10700000	12200000
chr4	13700000	13800000
chr4	14800000	14900000
chr4	19600000	19800000
chr4	21700000	22400000
chr4	24500000	24600000
chr4	31900000	33800000
chr4	33900000	34000000
chr4	34400000	35200000
chr4	40100000	40300000
chr4	40600000	47600000
chr4	47800000	48700000
chr4	53000000	59900000
chr4	62200000	63600000
chr4	70300000	70400000
chr4	73600000	73700000
chr4	74200000	74400000
chr4	82300000	82600000
chr4	82700000	85000000
chr4	85100000	85400000
chr4	86200000	86300000
chr4	86400000	87100000
chr4	87700000	88400000
chr4	88700000	88800000
chr4	91300000	91400000
chr4	94600000	95000000
chr4	95100000	95200000
chr4	98300000	102100000
chr4	102800000	103400000
chr4	104400000	109500000
chr4	109700000	109900000
chr4	115800000	121100000
chr4	122900000	142700000
chr4	142800000	143300000
chr4	144900000	145000000
chr4	145100000	145600000
chr4	147400000	147600000
chr4	147800000	156300000
chr2	3300000	3900000
chr2	4000000	6500000
chr2	9800000	10500000
chr2	11100000	11200000
chr2	11300000	11800000
chr2	17900000	19700000
chr2	19900000	21200000
chr2	22900000	23200000
chr2	24400000	36200000
chr2	37400000	39200000
chr2	44500000	44600000
chr2	44800000	45100000
chr2	48900000	49100000
chr2	49300000	50400000
chr2	50600000	53200000
chr2	57200000	57300000
chr2	58500000	61800000
chr2	65400000	65600000
chr2	68800000	77800000
chr2	80500000	80600000
chr2	83700000	83800000
chr2	84500000	85100000
chr2	90500000	94400000
chr2	101700000	105500000
chr2	106700000	106900000
chr2	112300000	112700000
chr2	115900000	116100000
chr2	116900000	117400000
chr2	118100000	122400000
chr2	125500000	125900000
chr2	126500000	132900000
chr2	135600000	135800000
chr2	140000000	140200000
chr2	143900000	144600000
chr2	145800000	146700000
chr2	146800000	147200000
chr2	150600000	151000000
chr2	151500000	158900000
chr2	160400000	161100000
chr2	162900000	175000000
chr2	177300000	182000000
chr9	3000000	3100000
chr9	7700000	8100000
chr9	13300000	13400000
chr9	13800000	13900000
chr9	14300000	15400000
chr9	20600000	22700000
chr9	27000000	27200000
chr9	30900000	32300000
chr9	35100000	35200000
chr9	36800000	37600000
chr9	40400000	51100000
chr9	51900000	52300000
chr9	53100000	68200000
chr9	68600000	73200000
chr9	74900000	75600000
chr9	77900000	78600000
chr9	86700000	86800000
chr9	88300000	88600000
chr9	95500000	97200000
chr9	98300000	99900000
chr9	100200000	101300000
chr9	102400000	104600000
chr9	105000000	105100000
chr9	105400000	109300000
chr9	109400000	111300000
chr9	113700000	114100000
chr9	114300000	116800000
chr9	116900000	117500000
chr9	117700000	117900000
chr9	118000000	123700000
chr13	3500000	3600000
chr13	3800000	3900000
chr13	8800000	9600000
chr13	9700000	9800000
chr13	11900000	12600000
chr13	14000000	14200000
chr13	17700000	18000000
chr13	18400000	19100000
chr13	19400000	19500000
chr13	19600000	19700000
chr13	19900000	22100000
chr13	23300000	25100000
chr13	28800000	29000000
chr13	29100000	32500000
chr13	32800000	32900000
chr13	33900000	35000000
chr13	35600000	36600000
chr13	37300000	49800000
chr13	50400000	50500000
chr13	50900000	60800000
chr13	62200000	67900000
chr13	68500000	68700000
chr13	69400000	70400000
chr13	70500000	71100000
chr13	72000000	74600000
chr13	91100000	91200000
chr13	91400000	91500000
chr13	91900000	100900000
chr13	102700000	103000000
chr13	103100000	103400000
chr13	103600000	104200000
chr13	106900000	107100000
chr13	107600000	108200000
chr13	109600000	109800000
chr13	111400000	114500000
chr13	119600000	120200000
chr13	120300000	120400000
chr10	3500000	3600000
chr10	3700000	4700000
chr10	5100000	5300000
chr10	5800000	5900000
chr10	7100000	9100000
chr10	11200000	11400000
chr10	12400000	14300000
chr10	17700000	27000000
chr10	27900000	28200000
chr10	30500000	30800000
chr10	31300000	31500000
chr10	33900000	34400000
chr10	36900000	37000000
chr10	39100000	45500000
chr10	50600000	50800000
chr10	52200000	52400000
chr10	53300000	53700000
chr10	56400000	56500000
chr10	58300000	63500000
chr10	66800000	71400000
chr10	74900000	78600000
chr10	79500000	87100000
chr10	88100000	88900000
chr10	89400000	89500000
chr10	89600000	89900000
chr10	90900000	91300000
chr10	93000000	96100000
chr10	96600000	96700000
chr10	98900000	99500000
chr10	105500000	105600000
chr10	105700000	105800000
chr10	108100000	108600000
chr10	110800000	112000000
chr10	115200000	122100000
chr10	122700000	123200000
chr10	125900000	126000000
chr10	126700000	129000000
chr5	3300000	4100000
chr5	8400000	9200000
chr5	20700000	22600000
chr5	23100000	25900000
chr5	26600000	38700000
chr5	43700000	44300000
chr5	50000000	50100000
chr5	52100000	52300000
chr5	52400000	54100000
chr5	63900000	67700000
chr5	72500000	72600000
chr5	72700000	77400000
chr5	86000000	86200000
chr5	88500000	88800000
chr5	90200000	90400000
chr5	91900000	93200000
chr5	96100000	96200000
chr5	96900000	97100000
chr5	99200000	102500000
chr5	102700000	104600000
chr5	104700000	108700000
chr5	110000000	126100000
chr5	126600000	126800000
chr5	127200000	132000000
chr5	132100000	132600000
chr5	133800000	133900000
chr5	134000000	138000000
chr5	138100000	138400000
chr5	138600000	145200000
chr5	146700000	150900000
